id,gia,tieu_de,mo_ta_chi_tiet,thuong_hieu,dong_xe,nam_dang_ky,so_km_da_di,tinh_trang,loai_xe,dung_tich_xe,xuat_xu
2787,39.8,Xe nhà mới mua mới 4km,Do cần tiền làm ăn cần bán gấp xe mới đi 4km,Honda,Future,2025.0,4.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2788,20.5,Vision 2020 Snartkey BS 95 Chính Chủ,Vision Smarkey 2020 Chính chủ công chứng Biển 95 Hậu Giang Xe máy móc nguyên zin Xem xe SG Bình Tân,Honda,Vision,2020.0,22000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2789,3.5,Bán xe Attila Victotia đăng ký năm 2006 màu bạc,Xe đã qua sử dụng 1 đời chủ màu bạc,SYM,Attila,2006.0,99999.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
2790,8.5,em cần bán 1 chiếc xe chaly giấy tờ đầy đủ,Anh chị em nào quan tâm liên hệ đến em,Honda,Chaly,1980.0,1000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2791,28.5,bán xe để mua xe mới,Xe có giấy uỷ quyền mn quan tâm liên hệ nhé có fix thêm cho bạn nào mua thiện chí nhé,Honda,Air Blade,2021.0,25000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2792,40.0,PG1 2024 đi 4 300km chính chủ bán Có lên máy 58 5,Để nhà không đi cần bán PG1 mua t10 2024 đi 4 000km Có lên đủ đồ đi phượt Lên trái 58 5 full BRT 13tr Còn đồ zin Bánh không ruột Dunlop Làm mâm không ruột 3tr Đèn bulbtek mạch 1tr8 Có baga sau gù nâng ba ga trước yên nệm Chính chủ Ký mua bán ủy quyền đều được,Yamaha,PG-1,2024.0,4300.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2793,3.7,Dư dùng bán gấp xe nhật máy mạnh,Dư dùng bán gấp xe máy nhật máy mạnh bao tranh chấp ai cần thì gọi cảm ơn chợ tốt,Yamaha,Sirius,2014.0,12587.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2794,8.5,Airblade 2011 xe nhà đi,Dư dùng cần bán ab 2011 máy êm ru xe liền lạc như hình giấy tờ đầy đủ mua bán tại nhà bao tranh chấp Ai mua nhanh lẹ em bớt tí lộc,Honda,Air Blade,2011.0,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2795,3.8,Honda Wwve 110 HQ bình đề ok,Dư sài bán chiếc xe Wave 110 bình đề máy êm vô nhiều đồ Honda áo anpha Nhật bình xăng 110 Nhật giấy tờ hợp lệ rõ ràng ai cần mua lh,Honda,Wave,2003.0,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2796,9.8,xe vison dư dùng,Cần ra đi em vison máy móc êm ru full chức năng giấy tờ đầy đủ 9 chủ đang sinh sdt chủ ký mua bán nha ae em bán giao giấy chứng củ muốn ký đưa số dt chủ vô việc nha xe liền lạc cứng cáp về chỉ việc vivu thôi nha ace,Honda,Vision,2011.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2797,12.5,Xe Future màu xanh tiger zin đời đầu,Xe Honda Future xanh tiger zin đời đầu bstp ngay chính 1 đời chủ Công chứng sang tay ngay,Honda,Future,2001.0,5349.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2798,15.0,yamaha grand giấy tờ đầy đủ,Yamaha grand 2016 giấy tờ đầy đủ Bssg Giá 15tr máy móc êm,Yamaha,Grande,2016.0,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2799,3.8,Xe bao cày siêu bền,Dàn ngoài xấu Máy móc êm Sườn không sét Ưu tiên khu vực sg qua xem trực tiếp,SYM,Elegant,2010.0,99999.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2800,10.0,Cần bán gấp xe HONDA AIRLADE trong hôm nay,Đã cầm trong cửa hàng 6triệu giờ muốn bán gấp xe ngon 1 đời chủ,Honda,Air Blade,2011.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2801,2.8,Bán xe Hayate 125 đang sử dụng không lỗi làm gì,Bán xe Hayate 125 đang sử dụng không lỗi làm gì nha anh em mua về là chạy không cần sửa gì hết ok Anh em lưu ý xe ktg nha ok,Suzuki,Hayate,2018.0,5281.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2802,4.6,aizabes Fi 124 chính chủ,Dư sài bán rẻ chiếc alizabes Fi 124 phân khối máy zin êm giấy tờ đầy đủ xe chạy ít hao xăng phun xăng điện tử xe chính chủ bán a chị yên tâm người nhà đi,SYM,Elizabeth,2015.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2803,20.0,Honda Supra GTR 150 Repsol,Không cho thằng cháu đi chơi nửa nên thu hồi về và ra đi em này Đẹp ko tỳ vết Máy zin chưa rớt Liên hệ ép giá nha 1 đời chủ Công chứng 1 nốt nhạc,Honda,Winner,2018.0,15000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2804,19.5,Cần bán nhanh xe ga Vision nguyên bản của màu xe,Cần bán xe tay ga Vision khóa bấm romot Sản xuất năm 2019 Màu xe nguyên bản như hình màu đen cam Máy móc nguyên zin Ae mua xe có thể tới xem trực tiếp Xe con gái chạy Hết giá 19 5 ạ,Honda,Vision,2019.0,20.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2805,9.0,Cần bán xe Airblade Đời 2007,Xe Airblade đời năm 2007 Xe màu đỏ đen Biển số 71 Bến Tre Xe còn rất mới do nữ chạy thường Mua về chỉ việc đổ xăng chạy,Honda,Air Blade,2007.0,38583.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2806,3.5,Dream TQ Chở Hàng Gtdd Đang Sử Dụng BST,Mình cần bán xe dream chở hàng như hình gtdd máy móc còn ok nhớt mình mới thay ae cần thì liên hệ nha thiện chí thì alo nha,Honda,Dream,2016.0,50000.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc
2807,1.9,Thanh lý xe wave rs,Bán xác xe chạy bình thường ai cần mua làm gì thì làm bán như ve chai giá này không bớt ae cò lái tha giùm em thank chợ tốt duyệt tin,Honda,Wave,2011.0,25000.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
2808,18.0,cần ra đi tâm huyết chính chủ chưa sang tên,winner v1 chính chủ pxl nồi uma chưa rớt đầu,Honda,Winner,2018.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2809,6.6,Honda Wave A 50cc LD doi 2019,Du sài bán cho anh chi nào càn có con em di hoc xe 50cc khong can bang lai xe còn rát ngon máy móc Nguyen zin xe doi mói 2019 giay to hop le,Halim,Dòng khác,2019.0,2000.0,Đã sử dụng,Xe số,Dưới 50 cc,Việt Nam
2810,37.5,EX155 date 21 cavet 24 chính chủ,Xe ở khu vực Bình Tân Biển SG ủy quyền mua bán sau 30 phút chuyển full tiền Lên đồ chơi cơ bản như hình Odo 17k km Đời 2021 ko lỗi hộng số KHÔNG nằm trong diện thu hồi Giá 3X X lớn AE xem xe liên hệ trước có zalo Xe ở Lê Đình Cẩn Tân Tạo Bình Tân,Yamaha,Exciter,2021.0,17000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2811,2.5,Thanh lý xe Dyna giấy tờ day đủ,Thanh xe Trung Quốc sd bình thường K đề dc,Hãng khác,Dòng khác,1982.0,215040.0,Đã sử dụng,Xe số,100 - 175 cc,Trung Quốc
2812,55.5,SH 125 CBS 9 chủ 2017 odo 5900km,Thấy thì thích Bán thì tiếc xe mới xử dụng odo 5900km vì lớn tuổi không quản nổi bstp chính chủ công chứng trong ngày cần ra đi gấp,Honda,SH,2017.0,5900.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2813,14.0,Wave zin 2004 chính chủ,Cần bán chiếc wave zin mộc mạc tất cả đồ zin theo xe biển số tạm dịch Đại Trường Tồn Vĩnh Cửu cho đến chết ae ai chơi phong thủy thì cứ dứt e nó về lên thái là hết bài xe công chứng ủy quyền đều được ai có nhu cầu liên hệ e nha,Honda,@,2004.0,97000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2814,4.0,Nhà chật cần bán xe cub 50 giay to day du,Nhà chật cần bán xe cub 50 giay to day du,Honda,Cub,1985.0,29000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2815,15.9,cần bán ex 150 bs60 giao cccd sđt chủ btc,Máy zin êm Excuter 150 Bs 60 giao cccd chủ sđt lh Odo chuẩn 51k,Yamaha,Exciter,2016.0,51000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2816,14.5,Đổi xe bán future mập Fi 2015,Ku em đi làm đổi xe bán future mập fi 2015 chính chủ từ đầu zin từ a đến á Mới đi 40 000km Xem xe tại nhà ngay ngã tư bốn xã quận bình tân Bớt tí lộc cafe thôi nhé,Honda,Future,2015.0,40000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2817,1.9,Xe enjoy màu đen chạy ổn máy hơi kêu,Xe enjoy màu đen cũ theo năm tháng xe chạy chữa cháy có giấy tờ đầy đu,SYM,Enjoy,2010.0,48651.0,Đã sử dụng,Tay ga,100 - 175 cc,Đài Loan
2818,1.3,Bán xe ve chai,Cần bán xe như hình còn nổ máy chạy bình thường máy hơi kêu ai có nhu cầu xin liên hệ,Hãng khác,Dòng khác,2001.0,88699.0,Đã sử dụng,Xe số,50 - 100 cc,Nước khác
2819,21.5,xe mới mua chỉ đi chợ k trầy xước,Xe mới chưa đi xa chỉ đi chợ muốn bán cho ai cần đi xe em ru,Honda,Wave,2025.0,300.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2820,2.0,Thanh lý wave,Bán xe wave máy mạnh êm rớt dép nổ xe khô ráo ko xì nhớt bao chở hàng nặng cho ae đi làm đi cày ctrinh các kiểu giá này ae tự hiểu giúp mình tiếp người thiện chí mua thực sự giá ko bớt mua xe qua xem test trực tiếp cho dễ xe tiết kiệm xăng thank chợ tốt duyệt tin,Honda,Wave,2014.0,35000.0,Đã sử dụng,Xe số,100 - 175 cc,Nước khác
2821,7.6,Bán wave s110c 2013 nguyên zin dán keo,Bán wave s110c 2013 dán keo đầu nồi còn nguyên zin xe nhà sd còn mới đẹp về chạy liền khỏi sửa chữa Trước mua cửa hàng ko ký giấy bán viết giấy bao tranh chấp giá 7t6,Honda,Wave,2013.0,49000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2822,46.6,2008 bstp chính chủ giá còn thương lượng,Hàng về nha anh em 1s94 2008 65 7 sph light Cặp cùm nvx Ga dẹp 34 kenhin sịn Ic banjin Cùi đĩa cnc Pô êm theo bài Phuoc rcb Tay thắng rcb Ốc tán inox Giò đạp spark Baga titan xịn Ao tem zin theo xe Choa xi nhan Zipat Đông hô spack thái zin,Yamaha,Exciter,2008.0,8888.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2823,13.0,cần bán,máy móc kêu giá cả còn thương lượng sđt,Yamaha,Exciter,2012.0,200000.0,Đã sử dụng,Tay côn/Moto,50 - 100 cc,Đang cập nhật
2824,16.5,Dream VietNam chính chủ,Xe chạy kỹ có kiểm tra thay nhớt thường xuyên Có thể xem xe trực tiếp,Honda,Dream,2011.0,20000.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2825,8.3,cần bán cub 50 cc đời mới có đề dành cho học sinh,Lúc trước mua cho con gái đi học nay đã ra trường nên nhường lại cho ai cần xe CUB 50 cc có đề phù hợp cho học sinh sinh viên hoặc anh chị em nào chưa có bằng lái máy mõc em ru nước sơn còn đẹp bình đề đầy đủ giấy tờ đầy đủ xe như hình ai nhu cầu liên hệ,Honda,Cub,2019.0,26789.0,Đã sử dụng,Xe số,Dưới 50 cc,Hàn Quốc
2826,11.2,BÁN XE CUP NHẬT 50CC CÓ ĐỀ,Xe Cub Honda nhật 50 CC nhà dư dùng cần bán lại cho anh chị em nào mua cho con em đi học không phải lo sợ bị công an bắt Xe đẹp máy chạy êm ru tiết kiệm xăng Xe mua bán tại nhà giấy tờ đầy đủ hộp lệ LH số đt Xin cảm ơn chợ tốt đăng tin giúp đỡ ạ,Honda,Cub,2002.0,38000.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
2827,3.1,sirius,Bán xe như hình đề xn còn máy móc ok giấy tờ như hình ko trả giá ko tn,Yamaha,Sirius,2010.0,30000.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2828,3.5,xe Honda stream nhập Nhật Bản,xe Honda stream nhập Nhật Bản xe nhập nên máy tốt lắm chưa bao giờ chết máy xe dù mưa có ngặp đến nữa xe vẫn chạy tốt biển số đẹp 2299,Honda,@,2007.0,431847.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2829,165.0,cb650r 2021 đen nhám,Em cần bán Cb650r 2021 đen nhám Biển số Sài Gòn chính chủ Odo 13k Đồ chơi cơ bản chống đổ gù nâng bánh sau mão cb1000 Set pô AK đùi gà Chưa đâm đụng té ngã chuẩn odo nhớt xịn Giá 16x vừa lớn có thương lượng ạ xem xe tại Bình Tân gọi em,Honda,CB,2021.0,13000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Đang cập nhật
2830,13.5,CẦN bán lại con vision đời 2016 Còn Fix,Xe năm 2016 Thích hợp cho ae mua về chạy Dịch vụ xe ít hư vặt Có trầy theo năm tháng sử dụng,Honda,Vision,2016.0,999999.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2831,10.8,bán,hàng về nozza 110 Fi bstp 9 chủ xe đẹp theo năm tháng máy zin chưa rớt đầu máy sạch sẽ ko nhớt giá 10 800 000 xem xe ngã tư go mây lh,Yamaha,Nozza,2013.0,78545.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2832,8.0,Cần bán wave rsx fi bstp 9c,Do kẹt tiền cần bán gấp wave rsx fi bstp 9c công chứng liền khi giao dịch xong,Honda,Wave,2014.0,50000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2833,26.0,Exciter 150 2019 bstp zin kiểng zô mấy món,Liên hệ để biết chi tiết tình trạng xe Sđt,Yamaha,Exciter,2019.0,0.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Đang cập nhật
2834,15.5,xe cub dame tâm huyết BS 1818 đẹp cho ae siêu tầm,Xe cub dame dọn tâm huyết sạch từ trong ra ngoài máy 100 mạnh êm chạy nhẹ xe biển số đẹp 1818 xe mình dọn để trưng bài dư chia ae thích về trưng bài hay cafe bao đẹp mình dư bán chứ ko phải cửa hàng ae thích tới xem trực tiếp cho dễ giấy tờ đầy đủ zin theo xe bán bao tranh chấp,Honda,Cub,1980.0,1818.0,Đã sử dụng,Xe số,Dưới 50 cc,Nhật Bản
2835,6.6,cần bán wave s nhật 100 bs18 6tr6 fix nhẹ,wave nhật máy zin êm bs18 ngoại hình tạm có trẩy do chở đồ,Honda,Wave,2009.0,75.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2836,15.5,xe mới dọn mới đẹp y hình máy bao êm,Xe mới dọn máy bao êm đổ xăng là chạy,Honda,Dylan,2008.0,20.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2837,28.0,cần bán xe Execte 2009 135cc 4s ctd,Xe chua mở nổi đầu zin êm như chó chét tiếp người thiện tri muốn mua gặp trực tiếp thương lượng xe ban bao tranh chấp giá nay qua rẻ cho a e ve lam thông tư cảm ơn ace đã xem tin,Yamaha,Exciter,2009.0,30562.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2838,82.0,bán xe SH 300i,Xe nhà ít dùng còn nguyên zin nay không đi cần để lại cho anh em cần,Honda,SH,2015.0,20800.0,Đã sử dụng,Tay ga,Trên 175 cc,Nước khác
2839,21.5,Bán xe winner x,Xe trong tình trạng hoàn hảo bảo dưỡng định kỳ do nhà chật nên bán xe zin máy zin êm bao ae test thoải mái chính chủ công chứng hay ủy quyền đều dc cò lái né dùm em mua bán tại nhà ae ien tâm ai cần thì alo em,Honda,Winner X,2021.0,20000.0,Đã sử dụng,Tay côn/Moto,Trên 175 cc,Việt Nam
2840,18.0,Cần bán xe Wave 2024 Xám Trắng,Xe chính chủ biển số định danh Xem xe tại Q Bình Tân,Honda,Wave,2024.0,8500.0,Đã sử dụng,Xe số,100 - 175 cc,Đang cập nhật
2841,11.0,cần bán xe gấp,xe rất đẹp nữ đi rất kỹ cần bán lại cho ai cần dùng,Honda,Wave,2010.0,100000.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2842,23.8,bán Mio M3 dk 2023 bstp chính chủ xe lướt,Mio M3 125 dk 2023 bstp chính chủ xe lướt Odo 6500km bao k tua tua tăng xe bstp 5 số cavet vàng chính chủ ký uỷ quyền hay mua bán nhanh lẹ Máy móc nguyên zin êm chưa đụng chạm bất cứ gì Dàn áo nguyên zin theo xe bóng loáng Còn 2 kiếng zin Dàn chân sạch sẽ ốc tán bảy màu Điện đề đầy đủ full đề nhẹ là nổ xem xe trực tiếp tại nhà,Yamaha,Mio,2023.0,65000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2843,1.7,Thanh lý,Bán nhanh cub 50cc đã độ lên 70cc máy mạnh đạp nhẹ là nổ có đèn xi và xi nhanh giá này ae tự hiểu chạy tiết kiệm xăng anh em mua nhắn mình xe cứng cáp chắc chắn bao chở nặng làm ctrinh thank chợ tốt duyệt tin,Honda,Cub,2000.0,45577.0,Đã sử dụng,Xe số,100 - 175 cc,Nhật Bản
2844,2.6,cần bán xe wave do k có nhu cầu sử dụng,xe đã qua sử dụng xuất sứ Trung Quốc xe vẫn còn ok sử dụng tốt,Hãng khác,Dòng khác,2012.0,16000.0,Đã sử dụng,Xe số,50 - 100 cc,Trung Quốc
2845,52.0,xe nhà đang chạy hết tiền nên bán,Xe đang sử dụng máy chưa sửa chữa Đã xin đổi màu xe từ đen sang đỏ tại CA quận bình Tân Có bảo hành test xe 1 tháng,Honda,Vario,2017.0,75000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2846,4.3,Wave han quốc đời đầu,Wave han quốc Máy mới lamy Bánh mâm máy rất im Giấy tờ đầy đủ Thích hợp ae đi cày bừa,Honda,Wave,2003.0,36000.0,Đã sử dụng,Xe số,50 - 100 cc,Hàn Quốc
2847,8.0,Chính chủ bán xe nouvo 5 màu bạc tím biển số SG,Bán Yamaha Nouvo5 màu tím bạc y hình xe chính chủ biển số SG Máy chạy êm đèn đề đầy đủ Giấy tờ đầy đủ công chứng ngay Miễn tiếp cò lái xem xe tại nhà ở bình tân,Yamaha,Nouvo,2012.0,50.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2848,21.0,tìm chủ mới cho honda pcx,xe đăng ký 09 2011 chưa từng đụng hay va chạm xe sử dụng kĩ 1 năm chỉ sử dụng 7 tháng chạy gần nhà do chủ ở nuớc ngoài màu zin cà vẹt xe chính chủ giao xe khu tên lửa quận Bình Tân,Honda,PCX,2011.0,40000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2849,4.3,Suzuki mash revo máy êm mạnh,Cần bán xe suzuki nhật giấy tờ đầy đủ máy zin êm như anpha sườn cứng cáp bao cứng cáp thắng đĩa Bình đề đèn kèn xi nhan hoạt động tốt báo xăng hoạt động nghiêm chỉnh bán tại nhà bao tranh chấp Xe máy êm rất ngon bớt ít lộc cho ae thiện chí,Suzuki,Smash,2010.0,15000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2850,2.1,xe 81 máy êm điện dèn đầy đủ xe như hình,Xe 81 máy êm Điện đèn đầy đủ Xe nhà đang chạy Ai có nhu cầu liên hệ,Hãng khác,Dòng khác,1987.0,898989.0,Đã sử dụng,Xe số,50 - 100 cc,Việt Nam
2851,17.0,cần bán,cần bán ex150 đk năm 2018 máy móc nguyên zin sđt,Yamaha,Exciter,2018.0,450000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2852,5.0,xe 67 huyền thoại,thanh lý xe như hình xe để trong kho lâu ko đi để lâu chắc máy ko nổ được ae mua về sửa lại dọn lại có giấy tờ ai quan tâm lh,Honda,67,1980.0,100000.0,Đã sử dụng,Xe số,50 - 100 cc,Nhật Bản
2853,57.0,Cần bán XSR155 đời 2022,Mình cần bán nhanh em Xsr155 chính chủ 2022 do sắp đi nước ngoài Đã lên đồ như sau Gù nâng xéo ghidong motowolf Che két nước 2 cặp xi nhan spirit beast trước sau Chống đứng Gương gù RCB Chống đỗ Yamaha Giá đỡ điện thoại motowolf Ốp hộp điện nhập Indo Mão che đồng hồ Ổ khoá nón fullface Xe đen nhám dán decal đen bóng từ lúc mới mua Đồ zin còn nguyên không tua odo Tặng kèm bộ vệ sinh sên nón fullface bình nhớt fuchs silkolene Xe odo 55k Xe bảo dưỡng đầy đủ đúng hạn Giá 57 000 000 fix nhanh gọn Xe hiện tại ở quận Bình Tân Số điện thoại liên hệ trực tiếp hoặc zalo Quan để xem xe nhé Dưới đây là hình ảnh chi tiết,Yamaha,XSR,2022.0,55000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2854,52.0,Bán SH Việt Nam 125i CBS BSTP chính chủ,Cần bán SH việt nam 125i CBS BSTP chính chủ Xe nguyên zin chưa qua sửa chữa cặp vỏ còn zin theo xe từ hãng cavet màu đen hiện đang sơn màu xanh xi măng có trầy theo năm tháng có gắn sẵn bộ chống trộm Phụ kiện kèm theo còn sách hướng dẫn sổ bảo hành 2 chìa khoá SMK Xe cam kết nguyên zin không đúng tặng xe chạy rất mạnh êm không tiếng động lạ và rất lợi xăng,Honda,SH,2018.0,23000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2855,52.0,veppa 2022 xe đi kĩ không lỗi,Xe đi kĩ ko lỗi bao đẹp máy êm giao cv cccd,Piaggio,Vespa,2022.0,10.0,Đã sử dụng,Tay ga,100 - 175 cc,Nước khác
2856,17.0,cần ra đi,Ex150 2015 Dàn ngoài nguyên zin Máy móc đầu chưa rớt nồi rớt bảo dưỡng Giấy tờ chính chủ uỷ quyền sang tên đều được Có hỗ trợ cho ae sang tên Giá 17đ bớt lộc cho ae nhanh lẹ,Yamaha,Exciter,2015.0,12345.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2857,45.0,chính chủ cần bán vespa primavera 2021 trắng,Nhà mình dư xe nên cần bán vespa primavera trắng 2021 Odo chỉ mới 16k Nữ chạy Xe 1 chủ mua mới từ đầu biển số Đồng Tháp Còn fix cho ai thiện chí nhé,Piaggio,Primavera,2021.0,16000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2858,24.5,Honda PCX 125 Bstp bao ký,Xe bản màu sơn cao cấp Xe sử dụng kỹ có lên đồ chơi như hình Chủ yếu để kho ít sử dụng tới nên còn rất ngon mượt Xe đi rất đầm chắc êm ái thẳng tưng,Honda,PCX,2014.0,2.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2859,4.5,Ab 2011 đi làm,Bán ab đầu bò 2011 xe máy nguyên zin chạy êm ái xe bị bể đầu đèn như hình giá tự hiểu ai cần alo,Honda,Air Blade,2011.0,17000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2860,4.0,cần gả em về chủ mới,xe còn tốt giấy tờ đầy đủ chạy không hao xăng xe của mẹ em chạy bảo hành nước mát nhớt đầy đủ còn fix cho người nhanh gọn nay mình bán lại ạ xin cảm ơn,Yamaha,Nouvo,2009.0,20000.0,Đã sử dụng,Tay ga,100 - 175 cc,Nhật Bản
2861,21.8,Sh Mode PBĐB Xe Zin Nguyên Bản,Shmode 2018 Smartkey PBĐB Cavet trắng đen Xe zin ốc tán khá Mua bán tại nhà bao tranh chấp,Honda,SH Mode,2018.0,50000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2862,4.0,cần bán nouvo còn tốt có giấy tờ đầy đủ,Cần gả em nó về chủ mới xe còn tốt chạy xa không hao xăng xe người dùng bán lại giá cả còn thương lượng mn quan tâm liên hệ ạ,Yamaha,Nouvo,2010.0,70000.0,Đã sử dụng,Tay ga,100 - 175 cc,Đang cập nhật
2863,6.2,yamaha ex135 cần bán,do nhu cầu đổi xe nên mình cần bán lại ex 135 máy zin rất là êm xe truoc mua lại cửa hàng rất lâu nay đổi xe tay ga nên bán lại cho ace ai cần sử dụng mua bán tại nhà btc giá này ae tự hiểu nhé có bản chest gốc hợp pháp cảm on cho tot đã duyệt,Yamaha,Exciter,2013.0,35000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
2864,5.5,cần bán wave nhật 110 bstp máy đang kêu sên cam,còn sử dụng tốt ae về cay bừa bstp wave 110 nhật xe đang kêu sên cam và bể bửng trc Bán bỏ ae về đi cày ạ,Honda,Wave,2011.0,505050.0,Đã sử dụng,Xe số,100 - 175 cc,Việt Nam
2865,14.3,ban,xe zin êm ru bstp 9c ký xe như hình máy im giá 14 300 000 rẻ kaka lh mình,Yamaha,Exciter,2015.0,885784.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nhật Bản
2866,12.0,Xe esparo mua về kh sử dụng cần bán,Xe đẹp ốc tán mâm dĩa phuộc vỏ còn mới máy móc êm đẹp Xem xe khu vực q6 Lh,Hãng khác,Dòng khác,2006.0,10000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
2867,4.5,ban,bán thu hồi vốn Xe dì ko biết luôn giấy tờ đầy đủ biển số xanh Mấy móc im rủ Giá 4 5 xem xe ở ngã tư gò mây quận bình tân,Suzuki,GN,2001.0,222558.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Nước khác
2868,5.5,bán xe AB 2011,bán xe ab 2011 biển số bình phước giấy tờ đầy đủ xe đang chạy không chính chủ mua bán giấy tay bao tranh chấp xe chạy ok anh em nào thích alo,Honda,Air Blade,2012.0,50000.0,Đã sử dụng,Tay ga,Đang cập nhật,Đang cập nhật
2869,40.0,dream dọn full mới sé bịch ạ,Xe chính chủ cavet mới biến 4sô Dàn áo full xe bịch áo thái Niềng sắc căm nova Cục máy fu mập lốc giữa chưa chẻ chỉ rớt đầu cạo khói Yên sắc đúng thái,Honda,Dream,1997.0,5553.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2870,16.0,Xe vision màu đồng nhà chạy,Cần bán xe vision màu đồng xe hiện đang trong tiệm cầm đồ 10tr Xe chính chủ đứng tên ủy quyền ae nào quan tâm liên hệ nha,Honda,Vision,2017.0,30000.0,Đã sử dụng,Tay ga,100 - 175 cc,Việt Nam
2871,39.0,cần bán ex ctd thái,Cần bán chiếc ex thái 2007 ctd máy móc êm 57 dên zin kck phuộc trước rcb mới Phuộc sau nitron còn bh chỉnh chủ đứng tên cavet,Yamaha,Exciter,2007.0,800000.0,Đã sử dụng,Xe số,100 - 175 cc,Thái Lan
2872,24.5,Xe Winner V3 150cc bản đen nhám vàng đồng ABS,Xe không lỗi lầm biển 62 Chất xe như mới ga vặn bốc bảo dưỡng định kì Xe uỷ quyền 1 lần Xe zin không đụng chạm máy móc Bao thợ test Máy êm nhẹ không kêu,Honda,Winner X,2022.0,30000.0,Đã sử dụng,Tay côn/Moto,100 - 175 cc,Việt Nam
